Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-04,126.8899994,128.6600037,125.0800018,126.3600006,89113600,0,0
2023-01-05,127.1299973,127.7699966,124.7600021,125.0199966,80962700,0,0
2023-01-06,126.0100021,130.2899933,124.8899994,129.6199951,87754700,0,0
2023-01-09,130.4700012,133.4100037,129.8899994,130.1499939,70790800,0,0
2023-01-10,130.2599945,131.2599945,128.1199951,130.7299957,63896200,0,0
2023-01-11,131.25,133.5099945,130.4600067,133.4900055,69458900,0,0
2023-01-12,133.8800049,134.2599945,131.4400024,133.4100037,71379600,0,0
2023-01-13,132.0299988,134.9199982,131.6600037,134.7599945,57809700,0,0
2023-01-17,134.8300018,137.2899933,134.1300049,135.9400024,63646600,0,0
2023-01-18,136.8200073,138.6100006,135.0299988,135.2100067,69672800,0,0
2023-01-19,134.0800018,136.25,133.7700043,135.2700043,58280400,0,0
2023-01-20,135.2799988,138.0200043,134.2200012,137.8699951,80223600,0,0
2023-01-23,138.1199951,143.3200073,137.8999939,141.1100006,81760300,0,0
2023-01-24,140.3099976,143.1600037,140.3000031,142.5299988,66435100,0,0
2023-01-25,140.8899994,142.4299927,138.8099976,141.8600006,65799300,0,0
2023-01-26,143.1699982,144.25,141.8999939,143.9600067,54105100,0,0
2023-01-27,143.1600037,147.2299957,143.0800018,145.9299927,70555800,0,0
2023-01-30,144.9600067,145.5500031,142.8500061,143,64015300,0,0
2023-01-31,142.6999969,144.3399963,142.2799988,144.2899933,65874500,0,0
2023-02-01,143.9700012,146.6100006,141.3200073,145.4299927,77663600,0,0
2023-02-02,148.8999939,151.1799927,148.1699982,150.8200073,118339000,0,0
2023-02-03,148.0299988,157.3800049,147.8300018,154.5,154357300,0,0
2023-02-06,152.5700073,153.1000061,150.7799988,151.7299957,69858300,0,0
2023-02-07,150.6399994,155.2299957,150.6399994,154.6499939,83322600,0,0
2023-02-08,153.8800049,154.5800018,151.1699982,151.9199982,64120100,0,0
2023-02-09,153.7799988,154.3300018,150.4199982,150.8699951,56007100,0,0
2023-02-10,149.4600067,151.3399963,149.2200012,151.0099945,57450700,0.23,0
2023-02-13,150.9499969,154.2599945,150.9199982,153.8500061,62199000,0,0
2023-02-14,152.1199951,153.7700043,150.8600006,153.1999969,61707600,0,0
2023-02-15,153.1100006,155.5,152.8800049,155.3300018,65573800,0,0
2023-02-16,153.5099945,156.3300018,153.3500061,153.7100067,68167900,0,0
2023-02-17,152.3500061,153,150.8500061,152.5500031,59144100,0,0
2023-02-21,150.1999969,151.3000031,148.4100037,148.4799957,58867200,0,0
2023-02-22,148.8699951,149.9499969,147.1600037,148.9100037,51011300,0,0
2023-02-23,150.0899963,150.3399963,147.2400055,149.3999939,48394200,0,0
2023-02-24,147.1100006,147.1900024,145.7200012,146.7100067,55469600,0,0
2023-02-27,147.7100067,149.1699982,147.4499969,147.9199982,44998500,0,0
2023-02-28,147.0500031,149.0800018,146.8300018,147.4100037,50547000,0,0
2023-03-01,146.8300018,147.2299957,145.0099945,145.3099976,55479000,0,0
2023-03-02,144.3800049,146.7100067,143.8999939,145.9100037,52238100,0,0
2023-03-03,148.0399933,151.1100006,147.3300018,151.0299988,70732300,0,0
2023-03-06,153.7899933,156.3000031,153.4600067,153.8300018,87558000,0,0
2023-03-07,153.6999969,154.0299988,151.1300049,151.6000061,56182000,0,0
2023-03-08,152.8099976,153.4700012,151.8300018,152.8699951,47204800,0,0
2023-03-09,153.5599976,154.5399933,150.2299957,150.5899963,53833600,0,0
2023-03-10,150.2100067,150.9400024,147.6100006,148.5,68572400,0,0
2023-03-13,147.8099976,153.1399994,147.6999969,150.4700012,84457100,0,0
2023-03-14,151.2799988,153.3999939,150.1000061,152.5899963,73695900,0,0
2023-03-15,151.1900024,153.25,149.9199982,152.9900055,77167900,0,0
2023-03-16,152.1600037,156.4600067,151.6399994,155.8500061,76161100,0,0
2023-03-17,156.0800018,156.7400055,154.2799988,155,98944600,0,0
2023-03-20,155.0700073,157.8200073,154.1499939,157.3999939,73641400,0,0
2023-03-21,157.3200073,159.3999939,156.5399933,159.2799988,73938300,0,0
2023-03-22,159.3000031,162.1399994,157.8099976,157.8300018,75701800,0,0
2023-03-23,158.8300018,161.5500031,157.6799927,158.9299927,67622100,0,0
2023-03-24,158.8600006,160.3399963,157.8500061,160.25,59196500,0,0
2023-03-27,159.9400024,160.7700043,157.8699951,158.2799988,52390300,0,0
2023-03-28,157.9700012,158.4900055,155.9799957,157.6499939,45992200,0,0
2023-03-29,159.3699951,161.0500031,159.3500061,160.7700043,51305700,0,0
2023-03-30,161.5299988,162.4700012,161.2700043,162.3600006,49501700,0,0
2023-03-31,162.4400024,165,161.9100037,164.8999939,68749800,0,0
2023-04-03,164.2700043,166.2899933,164.2200012,166.1699982,56976200,0,0
2023-04-04,166.6000061,166.8399963,165.1100006,165.6300049,46278300,0,0
2023-04-05,164.7400055,165.0500031,161.8000031,163.7599945,51511700,0,0
2023-04-06,162.4299927,164.9600067,162,164.6600037,45390100,0,0
2023-04-10,161.4199982,162.0299988,160.0800018,162.0299988,47716900,0,0
2023-04-11,162.3500061,162.3600006,160.5099945,160.8000031,47644200,0,0
2023-04-12,161.2200012,162.0599976,159.7799988,160.1000061,50133100,0,0
2023-04-13,161.6300049,165.8000031,161.4199982,165.5599976,68445600,0,0
2023-04-14,164.5899963,166.3200073,163.8200073,165.2100067,49386500,0,0
2023-04-17,165.0899963,165.3899994,164.0299988,165.2299957,41516200,0,0
2023-04-18,166.1000061,167.4100037,165.6499939,166.4700012,49923000,0,0
2023-04-19,165.8000031,168.1600037,165.5399933,167.6300049,47720200,0,0
2023-04-20,166.0899963,167.8699951,165.5599976,166.6499939,52456400,0,0
2023-04-21,165.0500031,166.4499969,164.4900055,165.0200043,58337300,0,0
2023-04-24,165,165.6000061,163.8899994,165.3300018,41949600,0,0
2023-04-25,165.1900024,166.3099976,163.7299957,163.7700043,48714100,0,0
2023-04-26,163.0599976,165.2799988,162.8000031,163.7599945,45498800,0,0
2023-04-27,165.1900024,168.5599976,165.1900024,168.4100037,64902300,0,0
2023-04-28,168.4900055,169.8500061,167.8800049,169.6799927,55275900,0,0
2023-05-01,169.2799988,170.4499969,168.6399994,169.5899963,52472900,0,0
2023-05-02,170.0899963,170.3500061,167.5399933,168.5399933,48425700,0,0
2023-05-03,169.5,170.9199982,167.1600037,167.4499969,65136000,0,0
2023-05-04,164.8899994,167.0399933,164.3099976,165.7899933,81235400,0,0
2023-05-05,170.9799957,174.3000031,170.7599945,173.5700073,113453200,0,0
2023-05-08,172.4799957,173.8500061,172.1100006,173.5,55962800,0,0
2023-05-09,173.0500031,173.5399933,171.6000061,171.7700043,45326900,0,0
2023-05-10,173.0200043,174.0299988,171.8999939,173.5599976,53724500,0,0
2023-05-11,173.8500061,174.5899963,172.1699982,173.75,49514700,0,0
2023-05-12,173.6199951,174.0599976,171,172.5700073,45533100,0.24,0
2023-05-15,173.1600037,173.2100067,171.4700012,172.0700073,37266700,0,0
2023-05-16,171.9900055,173.1399994,171.8000031,172.0700073,42110300,0,0
2023-05-17,171.7100067,172.9299927,170.4199982,172.6900024,57951600,0,0
2023-05-18,173,175.2400055,172.5800018,175.0500031,65496700,0,0
2023-05-19,176.3899994,176.3899994,174.9400024,175.1600037,55809500,0,0
2023-05-22,173.9799957,174.7100067,173.4499969,174.1999969,43570900,0,0
2023-05-23,173.1300049,173.3800049,171.2799988,171.5599976,50747300,0,0
2023-05-24,171.0899963,172.4199982,170.5200043,171.8399963,45143500,0,0
2023-05-25,172.4100037,173.8999939,171.6900024,172.9900055,56058300,0,0
2023-05-26,173.3200073,175.7700043,173.1100006,175.4299927,54835000,0,0
2023-05-30,176.9600067,178.9900055,176.5700073,177.3000031,55964400,0,0
2023-05-31,177.3300018,179.3500061,176.7599945,177.25,99625300,0,0
2023-06-01,177.6999969,180.1199951,176.9299927,180.0899963,68901800,0,0
2023-06-02,181.0299988,181.7799988,179.2599945,180.9499969,61996900,0,0
2023-06-05,182.6300049,184.9499969,178.0399933,179.5800018,121946500,0,0
2023-06-06,179.9700012,180.1199951,177.4299927,179.2100067,64848400,0,0
2023-06-07,178.4400024,181.2100067,177.3200073,177.8200073,61944600,0,0
2023-06-08,177.8999939,180.8399963,177.4600067,180.5700073,50214900,0,0
2023-06-09,181.5,182.2299957,180.6300049,180.9600067,48900000,0,0
2023-06-12,181.2700043,183.8899994,180.9700012,183.7899933,54274900,0,0
2023-06-13,182.8000031,184.1499939,182.4400024,183.3099976,54929100,0,0
2023-06-14,183.3699951,184.3899994,182.0200043,183.9499969,57462900,0,0
2023-06-15,183.9600067,186.5200043,183.7799988,186.0099945,65433200,0,0
2023-06-16,186.7299957,186.9900055,184.2700043,184.9199982,101256200,0,0
2023-06-20,184.4100037,186.1000061,184.4100037,185.0099945,49799100,0,0
2023-06-21,184.8999939,185.4100037,182.5899963,183.9600067,49515700,0,0
2023-06-22,183.7400055,187.0500031,183.6699982,187,51245300,0,0
2023-06-23,185.5500031,187.5599976,185.0099945,186.6799927,53117000,0,0
2023-06-26,186.8300018,188.0500031,185.2299957,185.2700043,48088700,0,0
2023-06-27,185.8899994,188.3899994,185.6699982,188.0599976,50730800,0,0
2023-06-28,187.9299927,189.8999939,187.6000061,189.25,51216800,0,0
2023-06-29,189.0800018,190.0700073,188.9400024,189.5899963,46347300,0,0
2023-06-30,191.6300049,194.4799957,191.2599945,193.9700012,85213200,0,0
2023-07-03,193.7799988,193.8800049,191.7599945,192.4600067,31458200,0,0
2023-07-05,191.5700073,192.9799957,190.6199951,191.3300018,46920300,0,0
2023-07-06,189.8399963,192.0200043,189.1999969,191.8099976,45094300,0,0
2023-07-07,191.4100037,192.6699982,190.2400055,190.6799927,46815000,0,0
2023-07-10,189.2599945,189.9900055,187.0399933,188.6100006,59922200,0,0
2023-07-11,189.1600037,189.3000031,186.6000061,188.0800018,46638100,0,0
2023-07-12,189.6799927,191.6999969,188.4700012,189.7700043,60750200,0,0
2023-07-13,190.5,191.1900024,189.7799988,190.5399933,41342300,0,0
2023-07-14,190.2299957,191.1799927,189.6300049,190.6900024,41616200,0,0
2023-07-17,191.8999939,194.3200073,191.8099976,193.9900055,50520200,0,0
2023-07-18,193.3500061,194.3300018,192.4199982,193.7299957,48288200,0,0
2023-07-19,193.1000061,198.2299957,192.6499939,195.1000061,80507300,0,0
2023-07-20,195.0899963,196.4700012,192.5,193.1300049,59581200,0,0
2023-07-21,194.1000061,194.9700012,191.2299957,191.9400024,71951700,0,0
