symbol,decision_session,decision_time_utc,action,target_weight,status,reason,strategy_id,experiment_id,raw_signal,metadata,rebalance_status
AMZN,2024-01-05,2024-01-05T21:00:00+00:00,HOLD,0.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,HOLD,"{'wall_clock_seconds': 0.012688707967754453, 'run_context': {'mode': 'historical', 'as_of': '2024-01-05T21:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-01-05', 'last_observation_time_utc': '2024-01-05T21:00:00+00:00', 'row_count': 253, 'sha256': '923da1970caddc64b94cd1b98c05997696d9e9b0f7e4ac4c170316886b350b0e'}, 'report_path': 'strategy/cases/AMZN/2024-01-05/reports', 'source_audit_path': 'strategy/cases/AMZN/2024-01-05/source_audit.json', 'cache_key': 'aa1e94539aa75c8329ca0cdaee2b3c571bd89ccc49a94a9ce67855cfa64af825', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': '899c0980d104f3b3b438abf2cc9ad6fc2ca487903578eb22b40ae0358fd87f24'}",noop
AMZN,2024-01-12,2024-01-12T21:00:00+00:00,HOLD,0.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,HOLD,"{'wall_clock_seconds': 0.009999917005188763, 'run_context': {'mode': 'historical', 'as_of': '2024-01-12T21:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-01-12', 'last_observation_time_utc': '2024-01-12T21:00:00+00:00', 'row_count': 258, 'sha256': '43a473d0eeec6bdb9878e5f9a6d934883b7c3dae1cae41db7a074a40c555367b'}, 'report_path': 'strategy/cases/AMZN/2024-01-12/reports', 'source_audit_path': 'strategy/cases/AMZN/2024-01-12/source_audit.json', 'cache_key': 'cc29eaf15c2ead7f2298dd027461427fb4af4775ae55802e5070c4679da17284', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': '90180ebc926d57d4c6e346d6ba9f81752109904b06a345b651e4bcf21bc65945'}",noop
AMZN,2024-01-19,2024-01-19T21:00:00+00:00,HOLD,0.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,HOLD,"{'wall_clock_seconds': 0.009647041966672987, 'run_context': {'mode': 'historical', 'as_of': '2024-01-19T21:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-01-19', 'last_observation_time_utc': '2024-01-19T21:00:00+00:00', 'row_count': 262, 'sha256': '5551f2ccca09b283aac7f0656689fabf0598675b9be7e18d780de7921ba3a7a6'}, 'report_path': 'strategy/cases/AMZN/2024-01-19/reports', 'source_audit_path': 'strategy/cases/AMZN/2024-01-19/source_audit.json', 'cache_key': '9b7178201db8e25341494f6ffdf375dc08adec919629132dad269acca1b314f1', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': '36d79d51a611ee3d5dfdc283e358f070dc07b721a1230e779efae27a676abecb'}",noop
AMZN,2024-01-26,2024-01-26T21:00:00+00:00,HOLD,0.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,HOLD,"{'wall_clock_seconds': 0.009566624998115003, 'run_context': {'mode': 'historical', 'as_of': '2024-01-26T21:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-01-26', 'last_observation_time_utc': '2024-01-26T21:00:00+00:00', 'row_count': 267, 'sha256': 'efd9d77c577114b08f446d29cc4fcc7e3b5b29e1a8c30feb9eb23e9fa1895b73'}, 'report_path': 'strategy/cases/AMZN/2024-01-26/reports', 'source_audit_path': 'strategy/cases/AMZN/2024-01-26/source_audit.json', 'cache_key': '59a63ee1f75dfaa8335d1261635fb1cf894a621dae3dfade115d1de88de75b12', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': '94e26b750ee01a6ec48b57568a184b5d5d8522dab57f85f47018eadf7412cd0d'}",noop
AMZN,2024-02-02,2024-02-02T21:00:00+00:00,SELL,0.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,SELL,"{'wall_clock_seconds': 0.01128174999030307, 'run_context': {'mode': 'historical', 'as_of': '2024-02-02T21:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-02-02', 'last_observation_time_utc': '2024-02-02T21:00:00+00:00', 'row_count': 272, 'sha256': 'ba773f937abce11662fc4f30e4a086370c319e2b7d7adfda976f258be9b67551'}, 'report_path': 'strategy/cases/AMZN/2024-02-02/reports', 'source_audit_path': 'strategy/cases/AMZN/2024-02-02/source_audit.json', 'cache_key': '1a3eaefa7c220d5eae42b8e87a1239b957ba78969c36215701e9f8f1be8ed431', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': '23e67e3facf2778972ddf747c95fed4ae1571520d8373b1b78ac1d00f8af319a'}",noop
AMZN,2024-02-09,2024-02-09T21:00:00+00:00,HOLD,0.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,HOLD,"{'wall_clock_seconds': 0.011369750020094216, 'run_context': {'mode': 'historical', 'as_of': '2024-02-09T21:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-02-09', 'last_observation_time_utc': '2024-02-09T21:00:00+00:00', 'row_count': 277, 'sha256': '354be2bbb8503483aa971175efb0c2b9889415f7e5e5e0afaabfe4b234afa96a'}, 'report_path': 'strategy/cases/AMZN/2024-02-09/reports', 'source_audit_path': 'strategy/cases/AMZN/2024-02-09/source_audit.json', 'cache_key': '1adceb9eccbb08456697a89fa27d13b6e29fd18fc02869f1ca5f5278f93ee40f', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': '4d54fe16fb8645280f3c39dc8c04a1b76081e8474d118962de4a09d5db52eff8'}",noop
AMZN,2024-02-16,2024-02-16T21:00:00+00:00,BUY,1.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,BUY,"{'wall_clock_seconds': 0.009315709001384676, 'run_context': {'mode': 'historical', 'as_of': '2024-02-16T21:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-02-16', 'last_observation_time_utc': '2024-02-16T21:00:00+00:00', 'row_count': 282, 'sha256': '4dc0579d69491e54ccc319a307fdd2701f08f6b6d6adaea67c2ca3b8e7b44193'}, 'report_path': 'strategy/cases/AMZN/2024-02-16/reports', 'source_audit_path': 'strategy/cases/AMZN/2024-02-16/source_audit.json', 'cache_key': '37dc401f4fbbce6e94d8cdc284b4574142f4fe2570346c39930801aeed3cba1d', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': 'f32689b233b2c5e1d8d1ac04cadef10bd503a479825d31cf6c2d1e5d2bf83182'}",ordered
AMZN,2024-02-23,2024-02-23T21:00:00+00:00,HOLD,1.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,HOLD,"{'wall_clock_seconds': 0.010687583009712398, 'run_context': {'mode': 'historical', 'as_of': '2024-02-23T21:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-02-23', 'last_observation_time_utc': '2024-02-23T21:00:00+00:00', 'row_count': 286, 'sha256': 'b20ffc90c0156d4a81b59ba89c84edd29fed097c4d66ef379da126b6de32c4e4'}, 'report_path': 'strategy/cases/AMZN/2024-02-23/reports', 'source_audit_path': 'strategy/cases/AMZN/2024-02-23/source_audit.json', 'cache_key': '222555b501e3696a573ec720fbbcf2be7873f1b88136385786cdd5247eaee974', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': 'd6a890e31d8d25b13b81da5bbd38a2aaac7ba87aac376c80e000dd000c3fd325'}",noop
AMZN,2024-03-01,2024-03-01T21:00:00+00:00,HOLD,1.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,HOLD,"{'wall_clock_seconds': 0.010395582998171449, 'run_context': {'mode': 'historical', 'as_of': '2024-03-01T21:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-03-01', 'last_observation_time_utc': '2024-03-01T21:00:00+00:00', 'row_count': 291, 'sha256': '1d9f3ef603a07771b6850cec68e6bab4caf169f37a1e8706a5bd698953de4cfb'}, 'report_path': 'strategy/cases/AMZN/2024-03-01/reports', 'source_audit_path': 'strategy/cases/AMZN/2024-03-01/source_audit.json', 'cache_key': '1c19583d1cbe260ba15bfe9cc92a4c0f9bd76ba155441c227a9f6fd7c9ef00b2', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': 'd233cd2c199dd54b0b14be5b31b63228a6f207333e6f0ccbb85ae855c6cb39da'}",noop
AMZN,2024-03-08,2024-03-08T21:00:00+00:00,HOLD,1.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,HOLD,"{'wall_clock_seconds': 0.010155834024772048, 'run_context': {'mode': 'historical', 'as_of': '2024-03-08T21:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-03-08', 'last_observation_time_utc': '2024-03-08T21:00:00+00:00', 'row_count': 296, 'sha256': '6c4ba67646285302b5a4ca5967324123fb1774b44e9142277498725409bf51f5'}, 'report_path': 'strategy/cases/AMZN/2024-03-08/reports', 'source_audit_path': 'strategy/cases/AMZN/2024-03-08/source_audit.json', 'cache_key': '00a8101da7fa25f1e34a0b779317f088fc316adc1fe38dfaead8b6233a42099f', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': '9ec8b8f318e89e6e4218c9ae9d4e26198e78e94b3baf5b13d927691683d732cb'}",noop
