experiment_id,run_id,case_id,symbol,decision_session,decision_time_utc,execution_session,action,decision_status,rebalance_status,provider,quick_model,deep_model,thinking_mode,temperature,research_depth,debate_rounds,risk_rounds,graph_config_sha256,portfolio_equity_before,portfolio_weight_before,report_path,source_audit_path,cache_key,cache_status,wall_clock_seconds,prompt_tokens,prompt_cache_hit_tokens,prompt_cache_miss_tokens,completion_tokens,reasoning_tokens,total_tokens
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-01-05,AAPL,2024-01-05,2024-01-05T21:00:00+00:00,2024-01-08,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-01-05/reports,strategy/cases/AAPL/2024-01-05/source_audit.json,270a8f5d60149728265d67388d8ecf1d1570e4304f20cb055a0b0becae349910,hit,0.10581538200000296,312676,107520,205156,39659,,352335
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-01-12,AAPL,2024-01-12,2024-01-12T21:00:00+00:00,2024-01-16,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-01-12/reports,strategy/cases/AAPL/2024-01-12/source_audit.json,d3943d70c2f1692756e01688d7f366babb1ff3a328bd1a3997ed63065076a674,hit,0.018152258000000643,302323,94464,207859,38978,,341301
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-01-19,AAPL,2024-01-19,2024-01-19T21:00:00+00:00,2024-01-22,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-01-19/reports,strategy/cases/AAPL/2024-01-19/source_audit.json,29ae8a2831914273ef75fbb7399af23f971a081053840502e6823c1764a38501,hit,0.01880420099999469,282113,81792,200321,36489,,318602
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-01-26,AAPL,2024-01-26,2024-01-26T21:00:00+00:00,2024-01-29,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-01-26/reports,strategy/cases/AAPL/2024-01-26/source_audit.json,e65d122eaf3f6a1931be24e5d83d9e38d5bf91026a59a30be57e20c0eb803fd5,hit,0.018436354000002098,314065,105728,208337,36721,,350786
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-02-02,AAPL,2024-02-02,2024-02-02T21:00:00+00:00,2024-02-05,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-02-02/reports,strategy/cases/AAPL/2024-02-02/source_audit.json,eb2977a99827ba08654215b2f7402ab7d84c1ee09e5999e741c08b8b65236056,hit,0.018003454000009356,310507,104448,206059,37787,,348294
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-02-09,AAPL,2024-02-09,2024-02-09T21:00:00+00:00,2024-02-12,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-02-09/reports,strategy/cases/AAPL/2024-02-09/source_audit.json,95622c4eb923ecc9da598fc783c5a691cd185323f5140a16af7279f0529cb170,hit,0.01850941500001113,327890,107520,220370,41526,,369416
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-02-16,AAPL,2024-02-16,2024-02-16T21:00:00+00:00,2024-02-20,SELL,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-02-16/reports,strategy/cases/AAPL/2024-02-16/source_audit.json,790489a31af609712e2b4946eb05cdb6e96bf2bbba54743acb6df6d099de45ec,hit,0.01784806099999514,312054,107008,205046,39348,,351402
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-02-23,AAPL,2024-02-23,2024-02-23T21:00:00+00:00,2024-02-26,SELL,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-02-23/reports,strategy/cases/AAPL/2024-02-23/source_audit.json,3593722b1e1350af98232fff4049854c3fbc781fc0c6b539a231e6325e036404,hit,0.01820480900001087,341610,117376,224234,38954,,380564
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-03-01,AAPL,2024-03-01,2024-03-01T21:00:00+00:00,2024-03-04,SELL,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-03-01/reports,strategy/cases/AAPL/2024-03-01/source_audit.json,7c0dbc59223e5ee44e33092ab1a5d4bf38434758f910eb7bf6147e9e3a1cbb20,hit,0.01805611599999679,276557,86272,190285,34594,,311151
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-03-08,AAPL,2024-03-08,2024-03-08T21:00:00+00:00,2024-03-11,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-03-08/reports,strategy/cases/AAPL/2024-03-08/source_audit.json,c25c575871443d5ec26cd86abe8c97ca109bbb1d8ba0c7944f439ac7a197ffa9,hit,0.017702098000000888,337615,109440,228175,42702,,380317
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-03-15,AAPL,2024-03-15,2024-03-15T20:00:00+00:00,2024-03-18,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-03-15/reports,strategy/cases/AAPL/2024-03-15/source_audit.json,a5affd5b1a1a140324683368768c3cb5dfb47e740cc20f19925647bef96daf1a,hit,0.019277170999998816,304728,97536,207192,37507,,342235
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-03-22,AAPL,2024-03-22,2024-03-22T20:00:00+00:00,2024-03-25,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-03-22/reports,strategy/cases/AAPL/2024-03-22/source_audit.json,0fae3003e416eb6c825f59f1a543e30e5929b33b4b64b27e27608cc1ca681178,hit,0.017933172999988756,297370,82048,215322,37545,,334915
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-03-28,AAPL,2024-03-28,2024-03-28T20:00:00+00:00,2024-04-01,SELL,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-03-28/reports,strategy/cases/AAPL/2024-03-28/source_audit.json,08f25580c2f7b96161278a0b1337787d30d1e88cdaf020ae775087fc68d97087,hit,0.01817616799999655,308699,95104,213595,40823,,349522
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-04-05,AAPL,2024-04-05,2024-04-05T20:00:00+00:00,2024-04-08,SELL,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-04-05/reports,strategy/cases/AAPL/2024-04-05/source_audit.json,ff4dd40202311c3562e8150dc92867491f012ba5de12fd6b6c35cd2572cfa657,hit,0.01948021500000152,300636,113408,187228,34969,,335605
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-04-12,AAPL,2024-04-12,2024-04-12T20:00:00+00:00,2024-04-15,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-04-12/reports,strategy/cases/AAPL/2024-04-12/source_audit.json,2473f835359d02db2d424e9ea5439e23be5821058a8f526d1e96f7c4e4e7b9db,hit,0.018914062999996872,330944,92416,238528,45517,,376461
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-04-19,AAPL,2024-04-19,2024-04-19T20:00:00+00:00,2024-04-22,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-04-19/reports,strategy/cases/AAPL/2024-04-19/source_audit.json,f5b569ac24daac6903e913260dc379a1a71b4a3044353ce2abc476bfc6ce5c95,hit,0.01834686199998714,315131,102912,212219,38807,,353938
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-04-26,AAPL,2024-04-26,2024-04-26T20:00:00+00:00,2024-04-29,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-04-26/reports,strategy/cases/AAPL/2024-04-26/source_audit.json,06d71d2aa69a74e69ed564a3cccec66cac6fe9b5a841c46f9b4475f95b72c9ea,hit,0.01869403899999611,329649,102400,227249,41141,,370790
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-05-03,AAPL,2024-05-03,2024-05-03T20:00:00+00:00,2024-05-06,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-05-03/reports,strategy/cases/AAPL/2024-05-03/source_audit.json,6fa4609a1e032cb59b4696d30679d4eac4583f3de13b7814e9fea8321dd6f0be,hit,0.01960302700000227,345874,105856,240018,47123,,392997
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-05-10,AAPL,2024-05-10,2024-05-10T20:00:00+00:00,2024-05-13,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-05-10/reports,strategy/cases/AAPL/2024-05-10/source_audit.json,300ef0566d7eb52f08507ed1e05291f279a8a7db41150657d15e66dd03604f1a,hit,0.019005624999991255,320187,100864,219323,40688,,360875
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-05-17,AAPL,2024-05-17,2024-05-17T20:00:00+00:00,2024-05-20,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-05-17/reports,strategy/cases/AAPL/2024-05-17/source_audit.json,06d7a169ec635f913a9c3f0390c1b22045519ed2bbba0af5cf4d572dea8484ad,hit,0.017938102999991656,273783,95488,178295,31268,,305051
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-05-24,AAPL,2024-05-24,2024-05-24T20:00:00+00:00,2024-05-28,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-05-24/reports,strategy/cases/AAPL/2024-05-24/source_audit.json,b1e03d36d2ad8c011c5c0fcb9b781fb3c7a691e2bac5d7935384a90c4f98ef3d,hit,0.0188284719999956,289101,85120,203981,36684,,325785
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-05-31,AAPL,2024-05-31,2024-05-31T20:00:00+00:00,2024-06-03,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-05-31/reports,strategy/cases/AAPL/2024-05-31/source_audit.json,7c192929069af88848fe165419fe76566be3059370900cac40571390033861d2,hit,0.01885256199999219,311410,96384,215026,40234,,351644
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-06-07,AAPL,2024-06-07,2024-06-07T20:00:00+00:00,2024-06-10,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-06-07/reports,strategy/cases/AAPL/2024-06-07/source_audit.json,5061a7469f8911bdef3d7ee7c37bfff6bbdd774c0f8338beec6d7e2a413e5812,hit,0.018714508999991608,304820,109952,194868,34812,,339632
A2_no_global_pretraining_2024H1,20260818T204749061036Z_ae0f36b1,AAPL:2024-06-14,AAPL,2024-06-14,2024-06-14T20:00:00+00:00,2024-06-17,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,22d339e831a055b914932618de279fb72da9327b9bb875fecc86a02c20f0b0a8,100000.0,0.0,strategy/cases/AAPL/2024-06-14/reports,strategy/cases/AAPL/2024-06-14/source_audit.json,30e9f66d0e3a2defeb8163190ba8b8f3daa8a230ad67e5c8b2a29f38f740f69d,hit,0.018418483000004926,351362,123392,227970,45126,,396488
