symbol,decision_session,decision_time_utc,action,status,reason,target_weight,portfolio_weight_before,equity_at_decision,rebalance_status,execution_session,order_status,raw_open_price,fill_price,fill_quantity,commission,slippage_cost,total_transaction_cost,position_after,cache_status
AAPL,2024-01-05,2024-01-05T21:00:00+00:00,SELL,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
AAPL,2024-01-12,2024-01-12T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
AAPL,2024-01-19,2024-01-19T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
AAPL,2024-01-26,2024-01-26T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
AAPL,2024-02-02,2024-02-02T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
AAPL,2024-02-09,2024-02-09T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
AAPL,2024-02-16,2024-02-16T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
AAPL,2024-02-23,2024-02-23T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
AAPL,2024-03-01,2024-03-01T21:00:00+00:00,SELL,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
AAPL,2024-03-08,2024-03-08T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
AAPL,2024-03-15,2024-03-15T20:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
AAPL,2024-03-22,2024-03-22T20:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
AAPL,2024-03-28,2024-03-28T20:00:00+00:00,SELL,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
AAPL,2024-04-05,2024-04-05T20:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
AAPL,2024-04-12,2024-04-12T20:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
