Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-10-05,109.75,110.9499969,108.8300018,110.3899994,10943500,1,0
2022-10-06,109.4599991,110.1900024,107.9400024,108.1399994,11521400,0,0
2022-10-07,107.5199966,107.7099991,105.2699966,105.9800034,11681100,0,0
2022-10-10,106.7300034,107.3099976,104.5199966,104.9899979,8931700,0,0
2022-10-11,104.3700027,104.5400009,101.8499985,101.9599991,12739700,0,0
2022-10-12,101.8000031,104.7300034,101.2799988,103.6100006,13181000,0,0
2022-10-13,101.9800034,109.9000015,101.7600021,109.3700027,22398700,0,0
2022-10-14,111.9599991,115.2399979,110.7200012,111.1900024,33387100,0,0
2022-10-17,115.4100037,117.0100021,114.3199997,115.8600006,22276300,0,0
2022-10-18,119.6600037,120.1399994,116.9599991,118.8399963,21539700,0,0
2022-10-19,117.9899979,118.8300018,115.6699982,116.5100021,17072000,0,0
2022-10-20,117.1600037,118.7099991,115.6500015,116.1299973,12207400,0,0
2022-10-21,116.4599991,122.3899994,116.3300018,122.2300034,20593300,0,0
2022-10-24,122.0699997,123.0999985,121.3300018,122.3799973,12624200,0,0
2022-10-25,121.8499985,123.2699966,120.8899994,122.6999969,11289100,0,0
2022-10-26,123,125.1999969,122.8799973,124.1100006,11667000,0,0
2022-10-27,125.1999969,126.1999969,124.2099991,124.5999985,10727600,0,0
2022-10-28,125.2900009,126.2799988,124.0500031,126.0800018,11859500,0,0
2022-10-31,125.6999969,127.4300003,125.5899963,125.8799973,13295200,0,0
2022-11-01,126.8700027,128.2799988,126.3300018,128.1499939,13386900,0,0
2022-11-02,127.6500015,130.3600006,126.6399994,126.9700012,16546100,0,0
2022-11-03,126.3099976,128.1799927,125.9100037,127.1999969,12474400,0,0
2022-11-04,129.4900055,130.8300018,128.4600067,130.6799927,14953200,0,0
2022-11-07,131,132.2899933,130.4799957,131.3699951,12011200,0,0
2022-11-08,131.2400055,132.0599976,130.1399994,131.4499969,9884100,0,0
2022-11-09,131.3200073,131.4299927,129.2200012,129.7400055,9494000,0,0
2022-11-10,132.6300049,135.25,132.5299988,135.0800018,16351600,0,0
2022-11-11,135.1900024,136.1699982,133.7799988,135.3000031,10704700,0,0
2022-11-14,134.8000031,135.7299957,133.9100037,133.9100037,11085600,0,0
2022-11-15,134.6799927,135.7100067,131.6000061,132.9400024,14038300,0,0
2022-11-16,133,133.5599976,132.0299988,133.1199951,7893400,0,0
