Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-10-05,18.09000015,20.01000023,18.01000023,19.10000038,40900,0,0
2022-10-06,19.01000023,19.07999992,18.06999969,18.57999992,5300,0,0
2022-10-07,18.5,18.89999962,17.89999962,18.36000061,24100,0,0
2022-10-10,18.79999924,18.89999962,18.45999908,18.52000046,8700,0,0
2022-10-11,18.36000061,18.96999931,17.52000046,17.76000023,14400,0,0
2022-10-12,18,18,17.60000038,17.60000038,1300,0,0
2022-10-13,17.37000084,18,17.37000084,17.89999962,3600,0,0
2022-10-14,17.77000046,17.77000046,17.77000046,17.77000046,600,0,0
2022-10-17,19.62000084,19.62000084,17.86000061,18.34000015,7500,0,0
2022-10-18,19.10000038,19.25,18.56999969,19.03000069,6700,0,0
2022-10-19,19.04999924,19.76000023,19,19.45999908,9800,0,0
2022-10-20,19.69000053,21.31999969,19.69000053,20.17000008,4900,0,0
2022-10-21,19.93000031,21.01000023,19.71999931,20.92000008,13400,0,0
2022-10-24,20.5,21.01000023,20.5,20.94000053,5000,0,0
2022-10-25,20.53000069,20.98999977,19.29000092,20.79999924,5100,0,0
2022-10-26,20.60000038,21.29999924,18.95000076,20.77000046,11300,0,0
2022-10-27,20.10000038,20.94000053,20.10000038,20.94000053,5700,0,0
2022-10-28,20.77000046,21.45000076,20.77000046,21.43000031,6600,0,0
2022-10-31,21,22.39999962,20.90999985,20.90999985,19000,0,0
2022-11-01,21.10000038,21.51000023,20.79999924,21.51000023,5100,0,0
2022-11-02,20.28000069,21.40999985,20.28000069,20.79999924,7900,0,0
2022-11-03,20.54000092,21.29999924,20.47999954,21.19000053,5400,0,0
2022-11-04,21.35000038,21.79999924,20.53000069,20.53000069,2500,0,0
2022-11-07,20.92000008,21.29999924,20.60000038,21.10000038,4900,0,0
2022-11-08,22.45000076,22.47999954,21.13999939,22.04999924,4600,0,0
2022-11-09,21.39999962,22.44000053,21.39999962,21.84000015,11700,0,0
2022-11-10,21.82999992,22.70000076,21.76000023,22.63999939,6400,0,0
2022-11-11,22.54000092,22.54000092,22.36000061,22.36000061,2000,0,0
2022-11-14,21.56999969,22.12999916,21.56999969,22.04000092,900,0.11,0
2022-11-15,19.85000038,22.39999962,19.85000038,22.20000076,11000,0,0
2022-11-16,22.20000076,22.29999924,21.73999977,22.23999977,5400,0,0
2022-11-17,21.84000015,21.95999908,21.84000015,21.95999908,1200,0,0
2022-11-18,21.07999992,22.39999962,21.07999992,22.39999962,1700,0,0
2022-11-21,22.04999924,22.88999939,21.82999992,22.85000038,8200,0,0
2022-11-22,22.51000023,22.51000023,22.05999947,22.39999962,1400,0,0
2022-11-23,22.10000038,23,21.85000038,22.5,3600,0,0
2022-11-25,22.5,22.5,22.5,22.5,1200,0,0
